ETA,actor_loss,bacth_reward,critic_loss,critic_q,critic_target_q,episode,episode_length,episode_reward,episode_sr,fps,frame,step,total_time
19133.322573661804,2.4111275672912598,-0.71875,0.035283464938402176,-2.6383090019226074,-2.6485583782196045,135.0,10.0,-2.0,1.0,5.156448892771586,1350,1350.0,215.68073630332947
20025.93560576439,2.0871927738189697,-0.65625,0.025318283587694168,-2.405125617980957,-2.349863052368164,136.0,10.0,-6.0,1.0,4.926111915170844,1360,1360.0,217.71215510368347
18221.621910095215,2.1914217472076416,-0.578125,0.045296140015125275,-2.4158520698547363,-2.3166966438293457,137.0,10.0,-4.0,1.0,5.413349068852706,1370,1370.0,219.56080055236816
18671.577335357666,2.054211139678955,-0.578125,0.035255055874586105,-2.195690155029297,-2.199289560317993,138.0,10.0,-4.0,1.0,5.28236036134066,1380,1380.0,221.4558961391449
19135.35134124756,2.3443689346313477,-0.71875,0.025311503559350967,-2.636725425720215,-2.635897636413574,139.0,10.0,-6.0,1.0,5.153811824056653,1390,1390.0,223.3975841999054
19228.80940747261,2.425555467605591,-0.640625,0.031880829483270645,-2.5653202533721924,-2.5765223503112793,140.0,10.0,-6.0,1.0,5.128242623366928,1400,1400.0,225.348979473114
18765.666313171387,2.28574275970459,-0.6875,0.027680756524205208,-2.579683542251587,-2.594043254852295,141.0,10.0,-9.0,1.0,5.254276525784427,1410,1410.0,227.25416898727417
19398.134601593018,1.9275224208831787,-0.59375,0.03494269773364067,-2.1288692951202393,-2.1317636966705322,142.0,10.0,-1.0,1.0,5.082447463371224,1420,1420.0,229.22316646575928
18760.882152557373,2.6503357887268066,-0.671875,0.026390668004751205,-2.883552074432373,-2.858868360519409,143.0,10.0,-4.0,1.0,5.254550356341435,1430,1430.0,231.12772941589355
20249.647054195404,2.6843924522399902,-0.65625,0.03752657771110535,-2.8562064170837402,-2.8412411212921143,144.0,10.0,-6.0,1.0,4.8677391628698965,1440,1440.0,233.18352913856506
18643.707244873047,1.8507840633392334,-0.609375,0.031566448509693146,-2.0676612854003906,-2.089630126953125,145.0,10.0,-3.0,1.0,5.286502233996602,1450,1450.0,235.07644391059875
18623.063356876373,2.176424980163574,-0.609375,0.02883889153599739,-2.5678813457489014,-2.5238797664642334,146.0,10.0,-1.0,1.0,5.291825416231076,1460,1460.0,236.96754837036133
23272.201768875122,2.35235857963562,-0.625,0.030115194618701935,-2.6211905479431152,-2.611945390701294,147.0,10.0,-4.0,1.0,4.234236235085848,1470,1470.0,239.33077335357666
19354.684024095535,1.9873554706573486,-0.65625,0.025224782526493073,-2.1949548721313477,-2.151383638381958,148.0,10.0,-5.0,1.0,5.090757352449437,1480,1480.0,241.2964973449707
18481.155695915222,1.6982922554016113,-0.578125,0.036045923829078674,-1.921722173690796,-1.903723955154419,149.0,10.0,-3.0,1.0,5.3308354532057365,1490,1490.0,243.17372465133667
21708.510775327682,1.9606159925460815,-0.609375,0.01528237760066986,-2.1739890575408936,-2.1632001399993896,150.0,10.0,-6.0,1.0,4.537851583626792,1500,1500.0,245.37944531440735
18030.70100545883,2.1604647636413574,-0.671875,0.016013262793421745,-2.384373188018799,-2.407252788543701,151.0,10.0,-4.0,1.0,5.462904629730088,1510,1510.0,247.21131467819214
18968.04333972931,2.551532030105591,-0.671875,0.025201573967933655,-2.6308069229125977,-2.6206045150756836,152.0,10.0,-2.0,1.0,5.1924174906174345,1520,1520.0,249.13855075836182
19863.36395072937,2.2394821643829346,-0.703125,0.02512759529054165,-2.5401430130004883,-2.487170934677124,153.0,10.0,-3.0,1.0,4.957871196655181,1530,1530.0,251.15691208839417
19651.11207485199,1.8953368663787842,-0.5625,0.023523923009634018,-2.128389835357666,-2.068291425704956,154.0,10.0,-6.0,1.0,5.010912340478404,1540,1540.0,253.1540858745575
20473.627472877502,1.8697099685668945,-0.609375,0.028677739202976227,-2.0897409915924072,-2.135728120803833,155.0,10.0,-3.0,1.0,4.809113584314024,1550,1550.0,255.2351040840149
18539.481296539307,2.3230152130126953,-0.765625,0.02464611642062664,-2.6775875091552734,-2.69356107711792,156.0,10.0,-3.0,1.0,5.310288806104693,1560,1560.0,257.1196267604828
17916.492413520813,2.006354331970215,-0.65625,0.023534825071692467,-2.2593812942504883,-2.3137166500091553,157.0,10.0,-3.0,1.0,5.494379018390426,1570,1570.0,258.94134402275085
18680.207018136978,1.8952131271362305,-0.5,0.016820423305034637,-2.051386833190918,-2.0216498374938965,158.0,10.0,-5.0,1.0,5.269213553384734,1580,1580.0,260.8405747413635
21029.043892383575,1.5883066654205322,-0.5,0.025436975061893463,-1.7237201929092407,-1.6627024412155151,159.0,10.0,-3.0,1.0,4.680193759814555,1590,1590.0,262.9787299633026
17544.013524770737,2.0468621253967285,-0.671875,0.020242948085069656,-2.298739433288574,-2.274590015411377,160.0,10.0,-3.0,1.0,5.609320801141255,1600,1600.0,264.7629041671753
18837.8635597229,2.0076568126678467,-0.65625,0.022768009454011917,-2.3592116832733154,-2.3337457180023193,161.0,10.0,-3.0,1.0,5.223522279372929,1610,1610.0,266.6786787509918
19125.151144981384,1.835940957069397,-0.640625,0.03941519930958748,-2.0929934978485107,-2.1320953369140625,162.0,10.0,-6.0,1.0,5.1445345061138745,1620,1620.0,268.62408995628357
19277.589878559113,1.549028754234314,-0.5625,0.029894854873418808,-1.6922452449798584,-1.6863486766815186,163.0,10.0,-2.0,1.0,5.103335044461136,1630,1630.0,270.58491563796997
18236.286166906357,1.946540355682373,-0.625,0.016502873972058296,-2.2129902839660645,-2.184034585952759,164.0,10.0,-1.0,1.0,5.394190412437891,1640,1640.0,272.4402606487274
17506.956422805786,1.874561071395874,-0.59375,0.029841549694538116,-2.135032892227173,-2.1413826942443848,165.0,10.0,-5.0,1.0,5.618338083704223,1650,1650.0,274.2216441631317
18332.089079618454,1.9873536825180054,-0.640625,0.01440377812832594,-2.2716007232666016,-2.308589220046997,166.0,10.0,-4.0,1.0,5.364909562290157,1660,1660.0,276.0873472690582
18978.310020446777,1.8635883331298828,-0.625,0.01340738870203495,-2.122063636779785,-2.0793378353118896,167.0,10.0,-7.0,1.0,5.181704793211347,1670,1670.0,278.0186541080475
17850.721574306488,2.2110064029693604,-0.6875,0.020182397216558456,-2.4227099418640137,-2.4315671920776367,168.0,10.0,-5.0,1.0,5.508460797547349,1680,1680.0,279.8354413509369
18212.736486434937,2.102215528488159,-0.578125,0.030963269993662834,-2.3253910541534424,-2.3704230785369873,169.0,10.0,-5.0,1.0,5.398419950413817,1690,1690.0,281.6892247200012
17690.748441696167,1.761232614517212,-0.671875,0.029326794669032097,-2.0960536003112793,-2.0954480171203613,170.0,10.0,-4.0,1.0,5.557141933480241,1700,1700.0,283.4902083873749
18111.805186271667,1.3523656129837036,-0.53125,0.015766657888889313,-1.5351965427398682,-1.560664176940918,171.0,10.0,-3.0,1.0,5.427399366823421,1710,1710.0,285.3341157436371
18000.159573078156,1.7027841806411743,-0.546875,0.012993387877941132,-1.8178341388702393,-1.8118877410888672,172.0,10.0,-2.0,1.0,5.4605071472259015,1720,1720.0,287.1668031215668
18041.981643676758,2.051635265350342,-0.703125,0.015126295387744904,-2.3143012523651123,-2.319648265838623,173.0,10.0,-5.0,1.0,5.447295199662537,1730,1730.0,289.0047674179077
19402.354253292084,1.6236854791641235,-0.609375,0.022607972845435143,-1.8550604581832886,-1.8649871349334717,174.0,10.0,-3.0,1.0,5.064849281541496,1740,1740.0,290.98067116737366
17615.84614753723,2.1779470443725586,-0.625,0.023432208225131035,-2.3550426959991455,-2.337462902069092,175.0,10.0,-5.0,1.0,5.577932457915861,1750,1750.0,292.77489161491394
17903.11558842659,1.9535850286483765,-0.609375,0.017565522342920303,-2.196624755859375,-2.146810293197632,176.0,10.0,-6.0,1.0,5.487871622943293,1760,1760.0,294.5985405445099
19283.491371154785,1.7602055072784424,-0.53125,0.035628583282232285,-1.9140915870666504,-1.892148733139038,177.0,10.0,-4.0,1.0,5.0945131309028575,1770,1770.0,296.5628516674042
17471.611478328705,1.5197904109954834,-0.453125,0.026454225182533264,-1.6092824935913086,-1.5998727083206177,178.0,10.0,-6.0,1.0,5.622263299629902,1780,1780.0,298.34294724464417
18971.78973340988,1.8241266012191772,-0.640625,0.025849509984254837,-2.0326621532440186,-1.9883289337158203,179.0,10.0,-6.0,1.0,5.177160477750377,1790,1790.0,300.2760171890259
18013.227701187134,2.2271933555603027,-0.65625,0.019453374668955803,-2.4546661376953125,-2.4567549228668213,180.0,10.0,-4.0,1.0,5.452104510594046,1800,1800.0,302.11173391342163
18742.2234582901,2.1554958820343018,-0.6875,0.016831260174512863,-2.4435372352600098,-2.481632709503174,181.0,10.0,-4.0,1.0,5.239506412808453,1810,1810.0,304.02162528038025
19193.250735282898,1.7277518510818481,-0.5625,0.02071155607700348,-1.847414493560791,-1.8106220960617065,182.0,10.0,-6.0,1.0,5.115860848912769,1820,1820.0,305.977658033371
19837.28952407837,2.090115547180176,-0.625,0.03406880050897598,-2.2535667419433594,-2.26564359664917,183.0,10.0,-4.0,1.0,4.949264862058386,1830,1830.0,307.99964594841003
17885.855711698532,1.299390196800232,-0.421875,0.020243879407644272,-1.3563259840011597,-1.3624788522720337,184.0,10.0,-3.0,1.0,5.488694618943523,1840,1840.0,309.82316756248474
19338.42130279541,2.001962661743164,-0.625,0.013454969972372055,-2.1922426223754883,-2.2197341918945312,185.0,10.0,-5.0,1.0,5.075905549012461,1850,1850.0,311.7950601577759
19338.950414657593,1.922052264213562,-0.625,0.011902357451617718,-2.1140849590301514,-2.125537872314453,186.0,10.0,-3.0,1.0,5.075249581570314,1860,1860.0,313.76742148399353
18640.68114089966,1.6217681169509888,-0.578125,0.02868010103702545,-1.8281028270721436,-1.8274338245391846,187.0,10.0,-5.0,1.0,5.264829072402847,1870,1870.0,315.66848707199097
18094.134208917618,1.8311601877212524,-0.546875,0.016620786860585213,-2.0005743503570557,-1.9438815116882324,188.0,10.0,-5.0,1.0,5.423304528803431,1880,1880.0,317.51389622688293
18383.51762676239,1.7957847118377686,-0.609375,0.01156600657850504,-2.0483224391937256,-2.013094663619995,189.0,10.0,-4.0,1.0,5.337389828873594,1890,1890.0,319.38884353637695
18658.318058013916,1.7051308155059814,-0.484375,0.020617151632905006,-1.7814574241638184,-1.8168838024139404,190.0,10.0,-6.0,1.0,5.258244590694008,1900,1900.0,321.29205656051636
20138.84449481964,1.7846158742904663,-0.671875,0.01952921599149704,-1.9088414907455444,-1.8753843307495117,191.0,10.0,-7.0,1.0,4.871183151805679,1910,1910.0,323.34631609916687
19044.930716753006,1.739037275314331,-0.5625,0.013746690936386585,-1.8826580047607422,-1.8417081832885742,192.0,10.0,-4.0,1.0,5.150451921240881,1920,1920.0,325.2896728515625
19273.285053253174,1.9642395973205566,-0.5625,0.01155216433107853,-2.0678484439849854,-2.064530849456787,193.0,10.0,-1.0,1.0,5.088909323397616,1930,1930.0,327.2561299800873
19128.413321971893,1.6010518074035645,-0.515625,0.016077695414423943,-1.8277502059936523,-1.807539939880371,194.0,10.0,-5.0,1.0,5.126928112085056,1940,1940.0,329.2081289291382
18556.348623275757,1.6412460803985596,-0.625,0.011331607587635517,-1.8613934516906738,-1.8467981815338135,195.0,10.0,-3.0,1.0,5.284444800578954,1950,1950.0,331.10182189941406
18986.109167337418,1.1658414602279663,-0.453125,0.014280703850090504,-1.400773286819458,-1.4276106357574463,196.0,10.0,-5.0,1.0,5.164301918619505,1960,1960.0,333.03951144218445
20438.717748641968,1.9763957262039185,-0.53125,0.006670402362942696,-2.057908535003662,-2.0690314769744873,197.0,10.0,-2.0,1.0,4.7967784087881045,1970,1970.0,335.12565994262695
20154.02604532242,1.9404363632202148,-0.609375,0.007111872546374798,-2.0635228157043457,-2.071680784225464,198.0,10.0,-2.0,1.0,4.86404055346311,1980,1980.0,337.1834752559662
18810.39701604843,1.2405283451080322,-0.53125,0.016294483095407486,-1.3830420970916748,-1.4107431173324585,199.0,10.0,-4.0,1.0,5.2109479622557915,1990,1990.0,339.1038041114807
18989.213172912598,1.8336386680603027,-0.671875,0.010157613083720207,-2.04384708404541,-2.0594820976257324,200.0,10.0,-6.0,1.0,5.161351294945048,2000,2000.0,341.0427231788635
19591.67971611023,1.5810080766677856,-0.59375,0.01065604668110609,-1.7339891195297241,-1.759767770767212,201.0,10.0,-6.0,1.0,5.00212342280252,2010,2010.0,398.7393317222595
20981.88811326027,1.5077918767929077,-0.5,0.027118556201457977,-1.5861523151397705,-1.5679813623428345,202.0,10.0,-6.0,1.0,4.670218403179438,2020,2020.0,400.88198733329773
19119.609701156616,1.5250242948532104,-0.546875,0.008345013484358788,-1.586569905281067,-1.5947024822235107,203.0,10.0,-5.0,1.0,5.124581596143818,2030,2030.0,402.8360869884491
18270.47077870369,1.7542316913604736,-0.5625,0.01696605049073696,-1.893662929534912,-1.9439736604690552,204.0,10.0,-6.0,1.0,5.362204465699656,2040,2040.0,404.7024850845337
18882.605199813843,2.1697473526000977,-0.703125,0.01476975530385971,-2.304286241531372,-2.332228183746338,205.0,10.0,-1.0,1.0,5.187843465633955,2050,2050.0,406.6314525604248
21825.410091876984,1.8716256618499756,-0.59375,0.035723909735679626,-2.0107665061950684,-2.0377299785614014,206.0,10.0,-5.0,1.0,4.48788818114603,2060,2060.0,408.86118960380554
19391.31458711624,1.5705515146255493,-0.546875,0.015779618173837662,-1.7079675197601318,-1.7190682888031006,207.0,10.0,-4.0,1.0,5.050714821834317,2070,2070.0,410.842666387558
25317.272894382477,1.4776289463043213,-0.515625,0.008920544758439064,-1.6221587657928467,-1.622138500213623,208.0,10.0,-6.0,1.0,3.8681101400036337,2080,2080.0,413.42937564849854
25534.181579589844,1.6648622751235962,-0.59375,0.02434045448899269,-1.8127127885818481,-1.8291823863983154,209.0,10.0,-3.0,1.0,3.834859546791587,2090,2090.0,416.038437128067
19474.736327648163,1.5228883028030396,-0.4375,0.019234616309404373,-1.5634479522705078,-1.5439178943634033,210.0,10.0,-7.0,0.0,5.027539184753828,2100,2100.0,418.0300815105438
19567.46812105179,1.4156726598739624,-0.546875,0.008048376068472862,-1.5335553884506226,-1.534008264541626,211.0,10.0,-6.0,1.0,5.0032022229116935,2110,2110.0,420.0304284095764
19502.534007310867,1.8025484085083008,-0.59375,0.008211122825741768,-1.892789602279663,-1.8699873685836792,212.0,10.0,-8.0,1.0,5.019347740314372,2120,2120.0,422.0243101119995
19353.807034492493,1.6247555017471313,-0.546875,0.013084814883768559,-1.7700016498565674,-1.7921253442764282,213.0,10.0,-6.0,1.0,5.0574029091825485,2130,2130.0,424.0030987262726
19034.199968338013,1.5109683275222778,-0.546875,0.018548035994172096,-1.7007030248641968,-1.6736910343170166,214.0,10.0,-1.0,1.0,5.14179740481867,2140,2140.0,425.9493770599365
17726.114798069,1.8851591348648071,-0.625,0.038930997252464294,-2.055391311645508,-2.0199966430664062,215.0,10.0,-2.0,1.0,5.520668297300005,2150,2150.0,427.7623014450073
19192.422958612442,1.4915610551834106,-0.546875,0.013207513839006424,-1.6351053714752197,-1.656610369682312,216.0,10.0,-3.0,1.0,5.098366173515919,2160,2160.0,429.7251274585724
18352.88914871216,1.8030505180358887,-0.625,0.020731620490550995,-1.9486417770385742,-1.9531598091125488,217.0,10.0,-1.0,1.0,5.331040753704195,2170,2170.0,431.6025083065033
25293.73659825325,1.4242671728134155,-0.59375,0.013063089922070503,-1.5620611906051636,-1.57356595993042,218.0,10.0,-6.0,1.0,3.8677559410797375,2180,2180.0,434.19066977500916
19188.975880622864,1.371626615524292,-0.5,0.00939223263412714,-1.5757741928100586,-1.5473458766937256,219.0,10.0,-2.0,1.0,5.097718638480295,2190,2190.0,436.1537926197052
18600.201417922974,1.2743135690689087,-0.5,0.019962074235081673,-1.4700905084609985,-1.4701019525527954,220.0,10.0,-5.0,1.0,5.258545206169178,2200,2200.0,438.0569005012512
22835.94361782074,1.4408066272735596,-0.484375,0.018556900322437286,-1.516792893409729,-1.5657626390457153,221.0,10.0,-5.0,1.0,4.282722082203721,2210,2210.0,440.3933017253876
23618.735028505325,1.38968026638031,-0.515625,0.0340099073946476,-1.5870915651321411,-1.5927659273147583,222.0,10.0,-10.0,0.0,4.140357215658576,2220,2220.0,442.810090303421
18765.68993473053,1.7342109680175781,-0.53125,0.0066501977853477,-1.8293195962905884,-1.7849383354187012,223.0,10.0,-3.0,1.0,5.210573143864752,2230,2230.0,444.7306971549988
19492.013557434082,1.2936159372329712,-0.625,0.01458740420639515,-1.4341177940368652,-1.4350101947784424,224.0,10.0,-7.0,0.0,5.015900471847937,2240,2240.0,446.72580742836
20130.15464782715,2.05543851852417,-0.671875,0.02416369877755642,-2.173879623413086,-2.1774611473083496,225.0,10.0,-2.0,1.0,4.856395875257333,2250,2250.0,448.7863018512726
17898.293888568878,1.6866161823272705,-0.59375,0.010883362963795662,-1.8003740310668945,-1.8177671432495117,226.0,10.0,-3.0,1.0,5.461414401203351,2260,2260.0,450.61879539489746
21794.594040870667,1.656572937965393,-0.53125,0.021927103400230408,-1.7582502365112305,-1.793424129486084,227.0,10.0,-5.0,1.0,4.484598328223571,2270,2270.0,452.85016345977783
18354.57030940056,2.1109390258789062,-0.703125,0.014771630056202412,-2.2439303398132324,-2.2473032474517822,228.0,10.0,-5.0,1.0,5.324559406871332,2280,2280.0,454.7297480106354
20548.178457260132,1.9902069568634033,-0.546875,0.03201449662446976,-2.2254388332366943,-2.168652057647705,229.0,10.0,-4.0,1.0,4.7556526824631185,2290,2290.0,456.8339169025421
20008.315946817398,1.5823990106582642,-0.5625,0.014112640172243118,-1.7218213081359863,-1.681839942932129,230.0,10.0,-4.0,1.0,4.883469466381659,2300,2300.0,458.88306522369385
19634.34098482132,1.58770751953125,-0.5,0.009736292995512486,-1.7022837400436401,-1.7015196084976196,231.0,10.0,-4.0,1.0,4.975975515324336,2310,2310.0,460.8942756652832
19046.792798280716,1.311661720275879,-0.515625,0.016609961166977882,-1.4710348844528198,-1.4749085903167725,232.0,10.0,-5.0,1.0,5.12894748394691,2320,2320.0,462.84542894363403
20046.980283737183,1.4262943267822266,-0.546875,0.007231957744807005,-1.493931770324707,-1.478285551071167,233.0,10.0,-5.0,1.0,4.87255430082113,2330,2330.0,464.8991620540619
19864.33539915085,1.114953875541687,-0.453125,0.01247398927807808,-1.1994047164916992,-1.1809858083724976,234.0,10.0,-5.0,1.0,4.916852139144567,2340,2340.0,466.9344606399536
21178.62524175644,1.6344528198242188,-0.59375,0.03063204325735569,-1.8343994617462158,-1.8199284076690674,235.0,10.0,-5.0,1.0,4.6112530386273844,2350,2350.0,469.1047787666321
19238.15149784088,1.7391940355300903,-0.625,0.027038369327783585,-1.9164135456085205,-1.917496681213379,236.0,10.0,-1.0,1.0,5.075851492850514,2360,2360.0,471.0763692855835
19718.49361228943,1.6237188577651978,-0.578125,0.019380448386073112,-1.7562329769134521,-1.708289623260498,237.0,10.0,-5.0,1.0,4.951696712731975,2370,2370.0,473.0974032878876
18739.25327205658,1.475692868232727,-0.625,0.018459977582097054,-1.5698137283325195,-1.5809295177459717,238.0,10.0,-5.0,1.0,5.209919444633526,2380,2380.0,475.01819229125977
18422.005009174347,1.4291613101959229,-0.53125,0.02379605919122696,-1.5412981510162354,-1.5125657320022583,239.0,10.0,-4.0,1.0,5.299097462593472,2390,2390.0,476.9067986011505
17669.92980313301,1.9493159055709839,-0.578125,0.0199455376714468,-2.0205676555633545,-2.02313232421875,240.0,10.0,-5.0,1.0,5.524074010904843,2400,2400.0,478.7187089920044
21601.079559326172,1.8265953063964844,-0.609375,0.018083278089761734,-1.8635557889938354,-1.9261442422866821,241.0,10.0,-7.0,1.0,4.518292696063963,2410,2410.0,480.93328189849854
18976.9708442688,1.4805755615234375,-0.59375,0.025496378540992737,-1.7069315910339355,-1.718282699584961,242.0,10.0,-5.0,1.0,5.142548871516709,2420,2420.0,482.87930703163147
18788.835082530975,1.1195733547210693,-0.46875,0.02713833376765251,-1.1573278903961182,-1.1615574359893799,243.0,10.0,-6.0,1.0,5.193509846213167,2430,2430.0,484.80626010894775
19907.908577919006,1.6276918649673462,-0.5625,0.02483888529241085,-1.6856616735458374,-1.7064603567123413,244.0,10.0,-4.0,1.0,4.901067312928111,2440,2440.0,486.84815979003906
21713.6909866333,1.4412254095077515,-0.40625,0.01294591836631298,-1.4932845830917358,-1.5091304779052734,245.0,10.0,-1.0,1.0,4.493017795088676,2450,2450.0,489.0754237174988
18750.979251861572,1.6261906623840332,-0.546875,0.02079673483967781,-1.7223461866378784,-1.797501802444458,246.0,10.0,0.0,1.0,5.202394962402583,2460,2460.0,490.9991853237152
22119.773273944855,1.5162583589553833,-0.453125,0.011283966712653637,-1.5222046375274658,-1.5225398540496826,247.0,10.0,-3.0,1.0,4.409629284713037,2470,2470.0,493.2683947086334
22703.752262592316,1.3364711999893188,-0.546875,0.009576908312737942,-1.535273790359497,-1.5294440984725952,248.0,10.0,-4.0,1.0,4.295765689828048,2480,2480.0,495.5978419780731
21538.586164474487,1.9490920305252075,-0.578125,0.012055969797074795,-2.0894370079040527,-2.0567660331726074,249.0,10.0,-6.0,1.0,4.527688087570411,2490,2490.0,497.8081154823303
